sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca,producto_padre_id,tipo_variante,valor_variante
FAR-000315,Herbolar Gel seborregulador gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,14.56,Yes,0,Herbolar,PADRE-01116,presentacion,gel 200ml
FAR-002740,Norvital Gel seborregulador crema noche 50ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,16.30,No,0,Norvital,PADRE-01114,presentacion,crema noche 50ml
FAR-001027,Farmalia Pasta encías sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,4.46,Yes,30,Farmalia,PADRE-00927,presentacion,sensitive 75ml
FAR-003131,Farmalia Agua de mar spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,14.09,Yes,15,Farmalia,PADRE-00296,presentacion,spray 20ml
FAR-004754,Aliviax Termómetro frontal frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,11.84,Yes,0,Aliviax,PADRE-00861,presentacion,frontal 1 unidad
FAR-001410,Farmoderma Magnesio marino 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,28.79,Yes,30,Farmoderma,PADRE-00479,presentacion,500mg 60 comprimidos
FAR-001221,Vitalnova Toallitas dermo pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,14.75,Yes,0,Vitalnova,PADRE-01081,presentacion,pack 3x72 unidades
FAR-003423,Vitalnova Colutorio clásico 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,6.98,Yes,0,Vitalnova,PADRE-00958,presentacion,250ml
FAR-002250,Botica Real Colutorio clásico 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.62,Yes,0,Botica Real,PADRE-00959,presentacion,250ml
FAR-004712,Cronos Pharma Paracetamol 650mg 10 sobres,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,7.17,Yes,0,Cronos Pharma,PADRE-00008,presentacion,650mg 10 sobres
FAR-004877,Vitaxel Apósito estándar caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,1.91,No,20,Vitaxel,PADRE-00795,presentacion,caja 40 unidades
FAR-002991,Farmoderma Multivitamínico mujer 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,7.73,Yes,20,Farmoderma,PADRE-00411,presentacion,30 comprimidos
FAR-004088,"Farmoderma Pañal sensitive talla 5, 34 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,4.32,Yes,0,Farmoderma,PADRE-01015,presentacion,"talla 5, 34 unidades"
FAR-000405,MediCare Plus Ebastina 10mg 20 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,8.58,Yes,15,MediCare Plus,PADRE-00241,presentacion,10mg 20 comprimidos
FAR-002614,Bienestar Plus Espuma limpiadora gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,29.46,Yes,50,Bienestar Plus,PADRE-01140,presentacion,gel 150ml
FAR-003360,Norvital Toallitas aqua sensitive 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,20.10,Yes,25,Norvital,PADRE-01073,presentacion,sensitive 60 unidades
FAR-001068,Aliviax Jarabe pectoral infantil 100ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,7.93,Yes,5,Aliviax,PADRE-00131,presentacion,infantil 100ml
FAR-003339,Herbolar Solar deportistas SPF30 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,4.01,Yes,10,Herbolar,PADRE-00648,presentacion,SPF30 200ml
FAR-002425,Vitaxel Ibuprofeno 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,8.61,Yes,15,Vitaxel,PADRE-00017,presentacion,400mg 30 cápsulas
FAR-002191,Norvital Solar deportistas SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,14.37,Yes,0,Norvital,PADRE-00649,presentacion,SPF50 crema facial 50ml
FAR-000277,PuntoFarma Vitamina D3 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,11.36,Yes,30,PuntoFarma,PADRE-00496,presentacion,25mcg 30 cápsulas
FAR-001174,Aliviax Toallitas aqua sensitive 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,8.85,Yes,0,Aliviax,PADRE-01076,presentacion,sensitive 60 unidades
FAR-004603,Herbolar Jarabe seco 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,13.65,Yes,0,Herbolar,PADRE-00112,presentacion,120ml
FAR-003180,Bienestar Plus Hidratante clásica crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,16.06,Yes,0,Bienestar Plus,PADRE-00551,presentacion,crema intensiva 100ml
FAR-003106,Botica Real Vitamina D3 400ui gotas infantil 10ml,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,9.42,Yes,0,Botica Real,PADRE-00504,presentacion,400ui gotas infantil 10ml
FAR-001578,Botica Real Champú anticaída 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,7.14,No,0,Botica Real,PADRE-00711,presentacion,300ml
FAR-002520,Nortfarma Ibuprofeno 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,3.25,No,0,Nortfarma,PADRE-00021,presentacion,400mg 30 cápsulas
FAR-003540,MediCare Plus Bicarbonato 30 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,8.73,Yes,40,MediCare Plus,PADRE-00176,presentacion,30 comprimidos masticables
FAR-002854,Botica Real Pasta blanqueante blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,4.23,Yes,0,Botica Real,PADRE-00894,presentacion,blanqueante 100ml
FAR-004610,"Norvital Pañal aqua pure talla 5, 34 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,13.79,No,15,Norvital,PADRE-01048,presentacion,"talla 5, 34 unidades"
FAR-002803,Farmalia Oximetazolina spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,10.54,Yes,0,Farmalia,PADRE-00309,presentacion,spray 15ml
FAR-001697,Farmalia Espuma limpiadora loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,18.64,Yes,0,Farmalia,PADRE-01133,presentacion,loción 100ml
FAR-001060,Nortfarma Hidratante piel atópica crema 400ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,22.85,Yes,0,Nortfarma,PADRE-00584,presentacion,crema 400ml
FAR-000378,Nortfarma Vitamina C forte 500mg 30 comprimidos,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,14.89,Yes,0,Nortfarma,PADRE-00371,presentacion,500mg 30 comprimidos
FAR-002571,Nortfarma Magnesio con vitamina B6 sobres 20 unidades,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,6.33,Yes,40,Nortfarma,PADRE-00465,presentacion,sobres 20 unidades
FAR-003358,MediCare Plus Apósito infantil caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,5.39,Yes,0,MediCare Plus,PADRE-00837,presentacion,caja 20 unidades
FAR-004376,Norvital Magnesio marino 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,6.43,Yes,40,Norvital,PADRE-00472,presentacion,500mg 60 comprimidos
FAR-004225,PuntoFarma Espuma limpiadora gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,20.75,No,0,PuntoFarma,PADRE-01126,presentacion,gel 200ml
FAR-002247,Botica Real Colutorio clásico 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.59,Yes,0,Botica Real,PADRE-00959,presentacion,500ml
FAR-002335,PuntoFarma Multivitamínico deportistas 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,28.98,Yes,0,PuntoFarma,PADRE-00429,presentacion,30 comprimidos
FAR-003896,Bruma Salud Pasta sensitive sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,9.66,Yes,0,Bruma Salud,PADRE-00911,presentacion,sensitive 75ml
FAR-000641,MediCare Plus Agua de mar infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.26,Yes,5,MediCare Plus,PADRE-00287,presentacion,infantil spray 15ml
FAR-003387,MediCare Plus Venda elástica 8cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,11.67,Yes,0,MediCare Plus,PADRE-01160,presentacion,8cm x 4m
FAR-004021,Aliviax Naproxeno 600mg 20 comprimidos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,6.65,No,0,Aliviax,PADRE-00060,presentacion,600mg 20 comprimidos
FAR-001071,MediCare Plus Agua oxigenada toallitas 20 unidades,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,9.34,Yes,15,MediCare Plus,PADRE-00759,presentacion,toallitas 20 unidades
FAR-003608,Salutia Hidratante clásica crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,9.90,Yes,15,Salutia,PADRE-00544,presentacion,crema intensiva 100ml
FAR-002802,Farmalia Oximetazolina solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,12.13,Yes,0,Farmalia,PADRE-00309,presentacion,solución salina 100ml
FAR-001902,Bienestar Plus Solar facial SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,22.79,Yes,0,Bienestar Plus,PADRE-00629,presentacion,SPF50 crema facial 50ml
FAR-000713,Botica Real Almagato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,6.15,Yes,0,Botica Real,PADRE-00147,presentacion,suspensión oral 200ml
FAR-001330,Vitalnova Multivitamínico mujer 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,17.41,No,0,Vitalnova,PADRE-00418,presentacion,24 comprimidos masticables
FAR-001066,Aliviax Jarabe pectoral 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,17.23,Yes,0,Aliviax,PADRE-00131,presentacion,120ml
FAR-001723,MediCare Plus Colutorio sin alcohol 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,6.93,Yes,20,MediCare Plus,PADRE-00967,presentacion,250ml
FAR-002926,Cronos Pharma Termómetro frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,11.93,Yes,0,Cronos Pharma,PADRE-00864,presentacion,1 unidad
FAR-004353,Farmalia Solar infantil spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,5.61,Yes,0,Farmalia,PADRE-00641,presentacion,spray SPF50 150ml
FAR-003568,Farmalia Apósito resistente al agua tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,10.32,Yes,20,Farmalia,PADRE-00809,presentacion,tiras surtidas 30 unidades
FAR-002451,Nortfarma Jarabe expectorante 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,8.18,Yes,15,Nortfarma,PADRE-00104,presentacion,200ml
FAR-000924,Botica Real Vitamina C 500mg 30 comprimidos,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,30.87,Yes,30,Botica Real,PADRE-00323,presentacion,500mg 30 comprimidos
FAR-002513,Farmalia Colutorio clásico sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,8.38,Yes,40,Farmalia,PADRE-00957,presentacion,sin alcohol 500ml
FAR-002737,Norvital Gel seborregulador gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,17.16,No,0,Norvital,PADRE-01114,presentacion,gel 150ml
FAR-002404,Farmoderma Multivitamínico deportistas gotas 30ml,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,6.62,Yes,50,Farmoderma,PADRE-00421,presentacion,gotas 30ml
FAR-001334,Aliviax Vitamina D3 1000ui 30 comprimidos,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,5.41,Yes,5,Aliviax,PADRE-00499,presentacion,1000ui 30 comprimidos
FAR-001454,MediCare Plus Xilometazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,6.95,Yes,0,MediCare Plus,PADRE-00280,presentacion,spray 20ml
FAR-000533,Botica Real Difenhidramina jarabe 150ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,16.61,Yes,5,Botica Real,PADRE-00226,presentacion,jarabe 150ml
FAR-001611,Cronos Pharma Rodillera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,19.07,No,30,Cronos Pharma,PADRE-01214,presentacion,tobillera talla M
FAR-003152,Vitalnova Bicarbonato 30 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,14.74,Yes,0,Vitalnova,PADRE-00175,presentacion,30 comprimidos masticables
FAR-003713,Aliviax Colutorio clásico sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,3.35,Yes,40,Aliviax,PADRE-00954,presentacion,sin alcohol 500ml
FAR-002280,Nortfarma Jarabe pectoral sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,7.92,No,0,Nortfarma,PADRE-00133,presentacion,sin azúcar 150ml
FAR-002807,"Farmoderma Pañal active dry talla 3, 42 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,20.25,Yes,30,Farmoderma,PADRE-01024,presentacion,"talla 3, 42 unidades"
FAR-001048,Vitaxel Toallitas aqua eco 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,16.56,No,40,Vitaxel,PADRE-01072,presentacion,eco 60 unidades
FAR-003166,"Norvital Pañal active dry talla 2, 44 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,9.73,Yes,20,Norvital,PADRE-01035,presentacion,"talla 2, 44 unidades"
FAR-002149,Bruma Salud Magaldrato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,6.29,No,0,Bruma Salud,PADRE-00157,presentacion,suspensión oral 200ml
FAR-002419,Nortfarma Multivitamínico adultos 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,18.25,Yes,0,Nortfarma,PADRE-00379,presentacion,30 comprimidos
FAR-004357,Aliviax Solar infantil SPF50 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,4.49,Yes,0,Aliviax,PADRE-00636,presentacion,SPF50 200ml
FAR-002255,Nortfarma Toallitas sensitive sensitive 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,6.22,Yes,0,Nortfarma,PADRE-01053,presentacion,sensitive 60 unidades
FAR-002127,Farmalia Rodillera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,5.86,Yes,0,Farmalia,PADRE-01205,presentacion,tobillera talla M
FAR-004141,Salutia Paracetamol 500mg 16 comprimidos recubiertos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,13.77,Yes,0,Salutia,PADRE-00012,presentacion,500mg 16 comprimidos recubiertos
FAR-000158,Vitaxel Vitamina D3 1000ui 30 comprimidos,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,31.87,Yes,0,Vitaxel,PADRE-00510,presentacion,1000ui 30 comprimidos
FAR-002919,Cronos Pharma Jarabe pectoral 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,16.68,Yes,0,Cronos Pharma,PADRE-00130,presentacion,200ml
FAR-000463,Farmoderma Solar infantil SPF50 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,11.88,Yes,0,Farmoderma,PADRE-00640,presentacion,SPF50 200ml
FAR-001783,Farmoderma Hidratante intensiva loción 250ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,7.52,No,0,Farmoderma,PADRE-00563,presentacion,loción 250ml
FAR-000309,Norvital Apósito transpirable caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,9.20,No,0,Norvital,PADRE-00817,presentacion,caja 20 unidades
