sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca
ROP-000612,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,27.36,Yes,0,NordVía
JOY-000136,Anillo de compromiso solitario,"Anillo elaborado en oro de alta calidad, acabado pulido y elegante.",Joyería,Anillos,Anillos de oro,Anillo de compromiso,923.22,Yes,70,Brillo Eterno
ELE-000258,Aspiradora sin cable con filtro HEPA,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,693.12,Yes,0,NordLine
JOY-000156,Collar con colgante de plata 925,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1405.91,Yes,0,Brillo Eterno
ROP-000380,Camiseta básica algodón manga corta negra,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,112.44,Yes,0,Prenda Libre
ELE-000020,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,1053.99,Yes,15,CocinaSmart
ELE-000304,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,142.79,Yes,0,TecnoCasa
ROP-000226,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,160.81,No,0,UrbanCotto
ROP-000013,Abrigo de invierno infantil reversible,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,178.71,Yes,0,UrbanCotto
JOY-000018,Pulsera trenzada doble vuelta,"Pulsera artesanal trenzada a mano, resistente y de estilo casual.",Joyería,Pulseras,Pulseras de cuero,Pulsera trenzada,407.47,Yes,0,Gema Pura
JOY-000034,Collar con colgante con perla,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1893.74,Yes,0,Reflejo Fino
ROP-000312,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,193.48,Yes,0,TelaViva
JOY-000061,Pendientes de aro minimalistas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,257.37,Yes,0,Orfebre Real
JOY-000172,Reloj de pulsera clásico resistente al agua,Reloj de diseño clásico con maquinaria de precisión y acabado elegante.,Joyería,Relojes,Relojes analógicos,Reloj de pulsera clásico,1056.75,Yes,0,Joyas del Valle
ROP-000487,Abrigo de invierno infantil de lana,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,31.54,Yes,0,Prenda Libre
ROP-000572,Sujetador con aros con encaje,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,91.30,Yes,60,UrbanCotto
ROP-000036,Blusa manga larga de seda sintética,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,132.95,Yes,5,SolTejido
ELE-000248,Depiladora eléctrica compacta,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,91.11,Yes,0,HogarTech
JOY-000100,Pulsera trenzada con cierre magnético,"Pulsera artesanal trenzada a mano, resistente y de estilo casual.",Joyería,Pulseras,Pulseras de cuero,Pulsera trenzada,1977.72,Yes,25,Brillo Eterno
ROP-000552,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,27.80,Yes,0,TelaViva
ROP-000063,Sujetador sin aros deportivo,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,92.89,Yes,20,Costura 21
ALI-000544,Helado de vainilla bajo en azúcar,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,21.28,Yes,0,Nutrivida
ELE-000348,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,474.58,No,0,Impulso Hogar
JOY-000094,Pendientes de tachuela de oro blanco,"Pendientes pequeños y discretos, ideales para el uso diario.",Joyería,Pendientes,Pendientes de diamante,Pendientes de tachuela,361.68,Yes,0,Reflejo Fino
JOY-000166,Pendientes de aro minimalistas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,489.14,Yes,50,Lumina Joyas
ROP-000432,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,135.00,No,60,TelaViva
ELE-000018,Horno eléctrico de sobremesa,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,927.28,Yes,0,CocinaSmart
ELE-000139,Frigorífico combi No Frost,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,1469.64,Yes,10,CocinaSmart
ALI-000018,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,11.85,Yes,0,Sabor Norte
ELE-000290,Frigorífico combi 185cm,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,333.57,Yes,0,CocinaSmart
ALI-000146,Refresco de cola sabor lima,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,10.53,Yes,0,Sabores del Sur
ALI-000200,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,28.26,Yes,5,Punto Sabor
JOY-000147,Pendientes largos de plata oxidada,"Pendientes de diseño llamativo, perfectos para ocasiones especiales.",Joyería,Pendientes,Pendientes colgantes,Pendientes largos,1718.72,No,0,Gema Pura
ROP-000343,Abrigo de invierno infantil reversible,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,171.73,Yes,50,Estilo Urbano
ALI-000688,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,21.90,Yes,0,Campo Fresco
ELE-000338,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,507.41,Yes,25,TecnoCasa
ROP-000020,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,12.61,Yes,0,SolTejido
ELE-000232,Cafetera de cápsulas con espumador de leche,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,102.68,Yes,15,Vitalux
ALI-000447,Helado de vainilla artesano,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,18.68,Yes,5,La Espiga Dorada
ALI-000464,Croissant relleno de chocolate,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,2.59,Yes,10,Nutrivida
ALI-000315,Manzanas Golden,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,14.67,Yes,40,Verde Cosecha
ALI-000356,Yogur natural con bífidus,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,16.19,Yes,0,Sabores del Sur
ELE-000075,Cafetera de cápsulas compacta,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,1217.58,Yes,40,Confort Total
JOY-000137,Pendientes largos bohemios,"Pendientes de diseño llamativo, perfectos para ocasiones especiales.",Joyería,Pendientes,Pendientes colgantes,Pendientes largos,864.77,Yes,0,Brillo Eterno
ROP-000482,Zapatillas deportivas para caminar,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,128.11,No,40,TelaViva
ROP-000494,Gorro de punto térmico,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,55.73,Yes,0,SolTejido
ROP-000416,Zapatillas deportivas para caminar,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,73.55,Yes,25,Prenda Libre
ROP-000249,Sudadera sin capucha básica blanca,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,134.21,Yes,70,TrazoBlue
ALI-000233,Zumo de naranja pack 6 unidades,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,23.78,Yes,0,Huerta Real
ALI-000097,Pan integral sin corteza,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,14.47,Yes,50,La Espiga Dorada
ALI-000130,Yogur natural sin azúcar,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,20.82,Yes,60,Nutrivida
ALI-000557,Helado de vainilla bajo en azúcar,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,20.49,Yes,0,Verde Cosecha
ELE-000128,Batidora de mano 600W,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,745.86,Yes,30,CasaFácil
ROP-000456,Vestido largo fiesta,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,58.31,Yes,0,Modaline
ROP-000035,Vestido largo estampado floral,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,48.25,Yes,0,Costura 21
ALI-000065,Queso curado de oveja,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,5.77,No,0,Delicia Natural
ROP-000302,Bota de invierno con forro polar,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,129.87,No,0,Prenda Libre
ROP-000095,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,126.44,Yes,0,Hilo & Forma
ALI-000351,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,10.66,Yes,10,Sabores del Sur
ELE-000316,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,275.98,Yes,25,TecnoCasa
JOY-000111,Pendientes de aro con circonitas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,974.17,Yes,0,Plata del Norte
ELE-000214,Batidora de mano 600W,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,102.70,Yes,0,Vitalux
ROP-000529,Abrigo de invierno infantil de lana,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,88.07,Yes,0,Prenda Libre
ALI-000350,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,8.01,Yes,0,Sabores del Sur
ROP-000152,Zapatillas deportivas unisex,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,120.81,Yes,0,Modaline
JOY-000043,Pulsera de eslabones gruesa,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,268.14,Yes,0,Brillo Eterno
ROP-000130,Vestido largo liso negro,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,112.24,Yes,0,TrazoBlue
ALI-000346,Helado de vainilla tarrina 1L,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,24.95,No,0,Huerta Real
ROP-000619,Camiseta básica algodón manga corta azul marino,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,192.88,Yes,0,Estilo Urbano
ROP-000413,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,43.29,Yes,0,UrbanCotto
ALI-000121,Pan integral bajo en sal,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,3.01,Yes,0,Delicia Natural
ROP-000125,Sudadera sin capucha de algodón,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,159.88,Yes,0,Modaline
ELE-000223,Frigorífico combi clase energética A++,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,236.95,Yes,0,Impulso Hogar
ELE-000129,Depiladora eléctrica silenciosa,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,330.56,Yes,20,Electra Norte
ROP-000079,Zapatillas deportivas para caminar,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,25.09,Yes,60,Vestir Norte
ROP-000668,Pantalón vaquero recto,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,93.59,Yes,0,NordVía
ALI-000220,Zumo de naranja sin pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,15.56,Yes,0,Sabor Norte
ROP-000588,Sudadera con capucha negra,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,78.64,Yes,0,Hilo & Forma
ALI-000416,Croissant mini pack,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,19.18,Yes,0,La Espiga Dorada
ROP-000378,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,194.07,Yes,15,Costura 21
ELE-000292,Robot aspirador autovaciado,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1410.63,Yes,0,HogarTech
ALI-000193,Helado de vainilla sin lactosa,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,4.22,Yes,0,Sabor Norte
ELE-000079,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,332.38,Yes,0,NordLine
ELE-000019,Cafetera de cápsulas con espumador de leche,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,1105.20,Yes,15,CasaFácil
ALI-000493,Lasaña congelada boloñesa,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,3.05,Yes,0,Grano de Oro
ALI-000586,Helado de vainilla artesano,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,9.93,Yes,0,Punto Sabor
ROP-000418,Camiseta infantil estampada pack 2 unidades,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,24.33,Yes,0,NordVía
ROP-000038,Bufanda de lana a cuadros,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,157.87,Yes,70,UrbanCotto
JOY-000160,Anillo ajustable con inicial,"Anillo de plata de talla ajustable, cómodo para uso diario.",Joyería,Anillos,Anillos de plata,Anillo ajustable,164.18,Yes,25,Aurea Diseño
ALI-000166,Yogur natural pack 4 unidades,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,18.41,Yes,0,Campo Fresco
ALI-000244,Manzanas Royal Gala,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,27.17,Yes,70,Nutrivida
ALI-000035,Manzanas Fuji,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,13.73,Yes,0,La Tahona Azul
ROP-000323,Gorro de punto con pompón,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,24.49,Yes,0,TrazoBlue
